,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Target
433387,13/10/2007,16:31:00,0.526,0.056,241.98,2.2,0.0
32625,8/1/2007,09:09:00,1.056,0.152,238.03,4.4,0.0
1735493,4/4/2010,22:17:00,0.45,0.086,242.72,1.8,1.0
677544,31/3/2008,05:48:00,0.236,0.0,246.34,1.0,0.0
1063401,24/12/2008,04:45:00,0.29,0.066,245.89,1.2,0.0
1962947,9/9/2010,21:11:00,0.968,0.094,239.57,4.0,2.0
665157,22/3/2008,15:21:00,0.228,0.0,243.42,1.0,0.0
1057314,19/12/2008,23:18:00,0.396,0.218,244.5,1.8,0.0
2039685,2/11/2010,04:09:00,0.93,0.242,248.94,4.4,7.0
536277,24/12/2007,03:21:00,0.334,0.15,248.7,1.4,0.0
1744,17/12/2006,22:28:00,1.582,0.21,241.41,6.6,0.0
156528,4/4/2007,10:12:00,1.264,0.0,236.86,5.2,17.0
1414324,24/8/2009,21:28:00,2.256,0.378,241.62,9.4,21.0
1593036,27/12/2009,00:00:00,1.468,0.062,245.51,6.0,19.0
848553,27/7/2008,23:57:00,0.332,0.162,241.52,1.6,0.0
981977,28/10/2008,15:41:00,0.206,0.052,242.46,0.8,0.0
134541,20/3/2007,03:45:00,0.336,0.12,246.32,1.4,0.0
540292,26/12/2007,22:16:00,0.512,0.24,243.72,2.2,0.0
1546767,24/11/2009,20:51:00,4.596,0.302,238.62,19.2,38.0
579834,23/1/2008,09:18:00,1.438,0.05,238.19,6.0,18.0
718617,28/4/2008,18:21:00,0.252,0.0,242.04,1.0,0.0
1153910,25/2/2009,01:14:00,0.248,0.0,241.7,1.0,0.0
1484211,12/10/2009,10:15:00,1.364,0.07,238.18,5.6,18.0
510111,5/12/2007,23:15:00,0.498,0.13,245.16,2.2,0.0
346028,14/8/2007,00:32:00,1.18,0.0,236.85,5.0,17.0
1864902,3/7/2010,19:06:00,1.702,0.304,242.51,7.0,20.0
329138,2/8/2007,07:02:00,0.272,0.23,238.2,1.4,0.0
1878609,13/7/2010,07:33:00,1.158,0.422,239.38,5.2,14.0
653999,14/3/2008,21:23:00,2.86,0.102,239.57,12.6,30.0
285100,2/7/2007,17:04:00,1.354,0.206,241.65,5.6,18.0
2022337,21/10/2010,03:01:00,0.382,0.104,243.68,1.8,1.0
571489,17/1/2008,14:13:00,0.536,0.16,242.55,2.4,1.0
890576,26/8/2008,04:20:00,0.156,0.12,239.79,0.8,0.0
1349423,10/7/2009,19:47:00,1.502,0.102,242.4,6.2,19.0
523059,14/12/2007,23:03:00,0.92,0.252,243.86,3.8,0.0
1046945,12/12/2008,18:29:00,1.794,0.074,240.17,7.4,18.0
54173,23/1/2007,08:17:00,1.746,0.11,241.83,7.2,18.0
424532,7/10/2007,12:56:00,3.328,0.05,238.89,14.2,45.0
229821,25/5/2007,07:45:00,1.366,0.054,233.21,5.8,18.0
295332,9/7/2007,19:36:00,0.608,0.198,242.39,2.6,0.0
1506816,28/10/2009,03:00:00,0.396,0.24,243.61,1.8,3.0
1475527,6/10/2009,09:31:00,2.304,0.082,239.72,10.4,18.0
294763,9/7/2007,10:07:00,1.342,0.08,239.84,5.6,18.0
1913663,6/8/2010,15:47:00,0.198,0.046,240.16,0.8,0.0
1516129,3/11/2009,14:13:00,1.312,0.16,244.84,5.4,17.0
701621,16/4/2008,23:05:00,1.166,0.156,244.24,4.8,1.0
26344,4/1/2007,00:28:00,5.164,0.122,240.13,21.4,40.0
2074244,26/11/2010,04:08:00,0.396,0.206,244.23,1.8,2.0
834512,18/7/2008,05:56:00,0.366,0.214,240.57,1.8,1.0
1835669,13/6/2010,11:53:00,1.466,0.264,239.23,7.2,18.0
1438418,10/9/2009,15:02:00,0.386,0.336,241.34,2.0,2.0
1223699,14/4/2009,12:23:00,1.544,0.216,241.13,6.4,19.0
714391,25/4/2008,19:55:00,1.058,0.0,242.11,4.4,1.0
385128,10/9/2007,04:12:00,0.108,0.0,238.62,0.6,0.0
1726954,29/3/2010,23:58:00,0.59,0.504,240.05,3.2,2.0
2070827,23/11/2010,19:11:00,3.366,0.078,236.77,15.0,29.0
670240,26/3/2008,04:04:00,0.304,0.078,246.67,1.2,2.0
1717883,23/3/2010,16:47:00,0.318,0.136,242.32,1.4,2.0
1358822,17/7/2009,08:26:00,0.338,0.07,238.88,1.4,0.0
972592,22/10/2008,03:16:00,0.414,0.202,241.14,1.8,1.0
334661,6/8/2007,03:05:00,0.194,0.12,235.26,1.0,0.0
700125,15/4/2008,22:09:00,2.928,0.048,236.93,12.4,18.0
1503341,25/10/2009,17:05:00,1.422,0.0,238.99,5.8,20.0
1795633,16/5/2010,16:37:00,0.424,0.0,245.55,1.8,0.0
935352,26/9/2008,06:36:00,0.154,0.0,239.92,0.6,1.0
640255,5/3/2008,08:19:00,1.442,0.186,238.79,6.0,17.0
665865,23/3/2008,03:09:00,0.326,0.11,247.58,1.4,0.0
1370662,25/7/2009,13:46:00,0.306,0.224,241.15,1.6,3.0
673612,28/3/2008,12:16:00,2.46,0.0,240.35,10.8,38.0
1413370,24/8/2009,05:34:00,1.314,0.126,240.32,5.4,18.0
1062206,23/12/2008,08:50:00,1.492,0.07,240.82,6.2,18.0
55905,24/1/2007,13:09:00,1.42,0.118,242.31,5.8,19.0
866747,9/8/2008,15:11:00,1.034,0.068,242.48,4.2,1.0
1178189,13/3/2009,21:53:00,1.972,0.05,241.06,8.2,18.0
1571417,11/12/2009,23:41:00,0.93,0.226,244.82,4.0,0.0
183538,23/4/2007,04:22:00,0.542,0.328,241.64,2.8,1.0
352078,18/8/2007,05:22:00,0.204,0.136,241.8,1.0,0.0
150775,31/3/2007,10:19:00,6.482,0.582,232.18,28.0,89.0
1596369,29/12/2009,07:33:00,1.358,0.162,241.66,5.8,1.0
576213,20/1/2008,20:57:00,1.938,0.114,239.11,8.2,0.0
1329335,26/6/2009,20:59:00,0.466,0.198,240.33,2.2,1.0
1403039,17/8/2009,01:23:00,0.258,0.13,240.89,1.2,1.0
477092,13/11/2007,00:56:00,0.326,0.096,242.15,1.4,0.0
37004,11/1/2007,10:08:00,1.44,0.256,239.45,6.0,18.0
560870,10/1/2008,05:14:00,1.484,0.054,242.39,6.2,18.0
1850941,24/6/2010,02:25:00,0.366,0.248,242.67,1.8,1.0
1580143,18/12/2009,01:07:00,0.246,0.0,246.87,1.0,1.0
748560,19/5/2008,13:24:00,0.156,0.0,239.22,0.6,0.0
317393,25/7/2007,03:17:00,0.212,0.082,235.57,1.0,0.0
2051549,10/11/2010,09:53:00,3.442,0.062,232.86,14.8,53.0
1402066,16/8/2009,09:10:00,2.306,0.356,238.21,9.8,20.0
648602,11/3/2008,03:26:00,0.294,0.088,244.2,1.2,1.0
1890624,21/7/2010,15:48:00,0.584,0.068,242.19,2.4,0.0
723820,2/5/2008,09:04:00,0.342,0.114,241.5,1.4,0.0
793975,20/6/2008,02:19:00,0.252,0.104,239.31,1.0,1.0
170438,14/4/2007,02:02:00,0.214,0.0,239.48,0.8,0.0
1452658,20/9/2009,12:22:00,1.408,0.09,239.33,5.8,19.0
499609,28/11/2007,16:13:00,0.296,0.0,245.4,1.2,0.0
1580032,17/12/2009,23:16:00,0.344,0.132,248.09,1.4,1.0
908808,7/9/2008,20:12:00,2.99,0.25,235.38,13.2,3.0
717339,27/4/2008,21:03:00,0.496,0.334,239.96,2.4,2.0
1049564,14/12/2008,14:08:00,1.94,0.236,242.31,9.2,17.0
1295125,3/6/2009,02:49:00,0.286,0.1,244.31,1.2,1.0
1378358,30/7/2009,22:02:00,0.688,0.158,242.01,3.0,3.0
897108,30/8/2008,17:12:00,0.08,0.0,241.52,0.2,0.0
2029848,26/10/2010,08:12:00,0.628,0.208,242.43,2.8,2.0
1189970,22/3/2009,02:14:00,0.326,0.098,242.94,1.4,0.0
20138,30/12/2006,17:02:00,2.628,0.502,238.03,11.2,21.0
786504,14/6/2008,21:48:00,1.928,0.234,234.33,8.2,19.0
501805,30/11/2007,04:49:00,0.392,0.054,243.18,1.8,0.0
1928940,17/8/2010,06:24:00,0.662,0.0,240.63,2.6,1.0
246410,5/6/2007,20:14:00,1.734,0.356,234.12,7.4,18.0
1753269,17/4/2010,06:33:00,0.904,0.208,241.8,3.8,10.0
1081260,5/1/2009,14:24:00,0.278,0.06,244.59,1.2,0.0
645738,9/3/2008,03:42:00,0.254,0.0,243.16,1.0,0.0
681423,2/4/2008,22:27:00,2.104,0.0,237.72,8.8,2.0
761642,28/5/2008,15:26:00,0.234,0.0,242.96,1.0,2.0
188605,26/4/2007,16:49:00,0.122,0.0,238.31,0.6,0.0
1213148,7/4/2009,04:32:00,0.284,0.0,243.35,1.2,0.0
1884261,17/7/2010,05:45:00,0.264,0.122,242.61,1.2,1.0
1842083,17/6/2010,22:47:00,0.738,0.226,243.48,3.2,1.0
1186428,19/3/2009,15:12:00,0.286,0.078,243.4,1.2,0.0
817643,6/7/2008,12:47:00,2.758,0.328,239.72,11.6,40.0
131447,18/3/2007,00:11:00,0.396,0.246,241.13,1.8,1.0
1408151,20/8/2009,14:35:00,0.142,0.0,243.96,0.6,1.0
655792,16/3/2008,03:16:00,0.32,0.116,245.27,1.4,0.0
2053945,12/11/2010,01:49:00,0.224,0.062,242.47,1.0,0.0
1672395,20/2/2010,02:39:00,0.262,0.056,244.96,1.0,1.0
1770577,29/4/2010,07:01:00,1.402,0.076,240.42,5.8,19.0
1715916,22/3/2010,08:00:00,1.636,0.102,238.78,6.8,19.0
1465054,29/9/2009,02:58:00,0.294,0.238,242.38,1.4,2.0
1757085,19/4/2010,22:09:00,0.676,0.062,240.99,2.8,1.0
1276439,21/5/2009,03:23:00,0.324,0.124,241.93,1.4,1.0
1355064,14/7/2009,17:48:00,0.432,0.284,241.15,2.2,0.0
569470,16/1/2008,04:34:00,0.47,0.068,243.62,2.2,0.0
67261,1/2/2007,10:25:00,1.356,0.088,238.89,5.6,18.0
1264787,13/5/2009,01:11:00,0.394,0.0,244.01,1.8,1.0
953919,9/10/2008,04:03:00,0.33,0.084,241.5,1.4,1.0
615398,17/2/2008,02:02:00,0.598,0.068,246.45,2.4,0.0
1488165,15/10/2009,04:09:00,0.418,0.22,242.68,1.8,1.0
766931,1/6/2008,07:35:00,0.234,0.098,241.12,1.0,1.0
254770,11/6/2007,15:34:00,0.302,0.264,243.37,1.6,2.0
471822,9/11/2007,09:06:00,1.264,0.0,238.15,5.2,18.0
584275,26/1/2008,11:19:00,1.588,0.162,236.2,6.8,17.0
879619,18/8/2008,13:43:00,0.812,0.28,239.69,3.6,12.0
88290,16/2/2007,00:54:00,1.52,0.0,243.51,6.2,18.0
1829828,9/6/2010,10:32:00,1.694,0.068,242.75,7.4,19.0
1332166,28/6/2009,20:10:00,0.288,0.102,242.17,1.2,1.0
285366,2/7/2007,21:30:00,4.32,0.154,237.16,18.4,31.0
1070002,28/12/2008,18:46:00,0.204,0.0,242.16,0.8,0.0
2011303,13/10/2010,11:07:00,1.362,0.082,235.05,5.8,18.0
416582,2/10/2007,00:26:00,1.642,0.3,240.98,6.8,21.0
2009496,12/10/2010,05:00:00,0.364,0.066,239.69,1.6,1.0
1339906,4/7/2009,05:10:00,0.138,0.0,243.99,0.6,1.0
2059560,15/11/2010,23:24:00,0.586,0.078,241.03,2.4,0.0
55175,24/1/2007,00:59:00,1.374,0.086,242.82,5.6,18.0
783837,13/6/2008,01:21:00,0.23,0.102,240.2,1.0,2.0
92846,19/2/2007,04:50:00,0.246,0.0,241.49,1.0,0.0
618533,19/2/2008,06:17:00,0.26,0.0,243.04,1.0,0.0
1049221,14/12/2008,08:25:00,2.294,0.078,241.77,9.6,0.0
1171598,9/3/2009,08:02:00,1.642,0.068,240.53,6.8,19.0
1890804,21/7/2010,18:48:00,0.242,0.11,242.97,1.0,2.0
1368011,23/7/2009,17:35:00,0.306,0.244,244.02,1.6,1.0
831444,16/7/2008,02:48:00,0.224,0.098,240.28,1.0,1.0
112274,4/3/2007,16:38:00,5.982,0.14,236.36,25.2,91.0
1845400,20/6/2010,06:04:00,0.25,0.086,242.62,1.0,0.0
739773,13/5/2008,10:57:00,0.16,0.0,239.78,0.6,0.0
1435892,8/9/2009,20:56:00,3.018,0.248,239.24,12.6,19.0
635041,1/3/2008,17:25:00,0.574,0.084,237.69,2.4,2.0
1724175,28/3/2010,01:39:00,0.296,0.0,244.67,1.2,1.0
399509,20/9/2007,03:53:00,0.27,0.174,242.83,1.4,0.0
473474,10/11/2007,12:38:00,2.178,0.438,240.18,9.2,18.0
526807,17/12/2007,13:31:00,1.48,0.198,242.17,6.0,18.0
356952,21/8/2007,14:36:00,0.11,0.0,242.11,0.4,0.0
1168312,7/3/2009,01:16:00,0.342,0.066,244.58,1.4,0.0
1077906,3/1/2009,06:30:00,0.22,0.0,247.58,0.8,0.0
943200,1/10/2008,17:24:00,2.538,0.146,239.82,10.6,36.0
1911002,4/8/2010,19:26:00,0.256,0.122,241.25,1.2,1.0
492094,23/11/2007,10:58:00,1.266,0.046,238.66,5.2,18.0
1578366,16/12/2009,19:30:00,0.954,0.252,245.92,4.0,2.0
134126,19/3/2007,20:50:00,5.334,0.266,236.79,22.4,54.0
412738,29/9/2007,08:22:00,2.392,0.0,236.39,10.2,17.0
71033,4/2/2007,01:17:00,6.412,0.086,233.58,27.4,53.0
544933,30/12/2007,03:37:00,1.004,0.0,247.3,4.0,0.0
1760790,22/4/2010,11:54:00,1.918,0.55,239.45,8.2,19.0
1068769,27/12/2008,22:13:00,3.294,0.068,240.65,13.6,19.0
98087,22/2/2007,20:11:00,2.84,0.062,232.66,12.2,17.0
1563614,6/12/2009,13:38:00,1.214,0.28,243.51,5.0,4.0
438810,17/10/2007,10:54:00,1.366,0.12,236.44,5.8,17.0
268516,21/6/2007,04:40:00,0.284,0.226,240.48,1.4,1.0
819459,7/7/2008,19:03:00,0.292,0.23,240.65,1.4,2.0
738209,12/5/2008,08:53:00,0.676,0.094,240.67,3.4,8.0
273862,24/6/2007,21:46:00,0.4,0.11,242.97,2.0,2.0
355111,20/8/2007,07:55:00,1.518,0.24,239.92,6.4,17.0
1597402,30/12/2009,00:46:00,0.348,0.0,243.75,1.4,1.0
1810890,27/5/2010,06:54:00,0.854,0.0,240.89,4.6,1.0
1776159,3/5/2010,04:03:00,0.318,0.056,240.68,1.2,1.0
261591,16/6/2007,09:15:00,1.222,0.0,240.41,5.0,18.0
277631,27/6/2007,12:35:00,0.126,0.0,238.89,0.6,0.0
949130,5/10/2008,20:14:00,0.254,0.0,241.91,1.0,0.0
1249676,2/5/2009,13:20:00,1.606,0.06,240.04,6.6,19.0
237704,30/5/2007,19:08:00,0.414,0.066,234.47,1.8,1.0
2029416,26/10/2010,01:00:00,0.368,0.102,242.04,1.6,1.0
841813,23/7/2008,07:37:00,1.296,0.0,240.65,5.4,19.0
282645,1/7/2007,00:09:00,2.794,0.248,239.63,11.6,18.0
1280712,24/5/2009,02:36:00,0.256,0.0,242.39,1.0,0.0
1681786,26/2/2010,15:10:00,0.996,0.0,241.98,4.6,14.0
978599,26/10/2008,07:23:00,0.204,0.054,241.17,0.8,0.0
1591531,25/12/2009,22:55:00,1.51,0.094,243.88,6.2,19.0
2017184,17/10/2010,13:08:00,0.35,0.1,241.3,1.4,1.0
1880459,14/7/2010,14:23:00,1.176,0.052,240.12,4.8,1.0
95179,20/2/2007,19:43:00,1.27,0.136,236.65,5.4,0.0
804864,27/6/2008,15:48:00,4.026,0.482,236.27,17.2,37.0
437863,16/10/2007,19:07:00,1.54,0.262,238.31,6.4,0.0
1166654,5/3/2009,21:38:00,0.506,0.0,241.13,2.2,0.0
2027680,24/10/2010,20:04:00,1.722,0.33,242.51,7.2,2.0
922111,17/9/2008,01:55:00,0.228,0.11,243.01,1.0,1.0
491729,23/11/2007,04:53:00,0.306,0.084,241.86,1.2,2.0
1929633,17/8/2010,17:57:00,0.262,0.096,240.39,1.2,1.0
2016950,17/10/2010,09:14:00,0.324,0.096,243.69,1.4,2.0
1855852,27/6/2010,12:16:00,0.926,0.274,238.81,4.0,13.0
948810,5/10/2008,14:54:00,1.934,0.0,239.56,8.2,10.0
554170,5/1/2008,13:34:00,1.836,0.0,239.0,7.6,17.0
830354,15/7/2008,08:38:00,1.432,0.102,240.57,6.0,20.0
1930192,18/8/2010,03:16:00,0.218,0.0,241.18,1.0,0.0
1810817,27/5/2010,05:41:00,0.23,0.086,239.82,1.0,0.0
599260,5/2/2008,21:04:00,2.73,0.132,239.73,11.6,21.0
73618,5/2/2007,20:22:00,4.382,0.062,238.81,18.2,17.0
348507,15/8/2007,17:51:00,0.124,0.0,242.91,0.6,0.0
186472,25/4/2007,05:16:00,0.204,0.09,234.26,1.0,0.0
1791352,13/5/2010,17:16:00,0.784,0.0,244.33,3.2,1.0
1059905,21/12/2008,18:29:00,3.218,0.23,239.09,13.4,21.0
1890865,21/7/2010,19:49:00,2.27,0.0,238.2,10.4,34.0
1087963,10/1/2009,06:07:00,1.322,0.058,244.59,5.4,18.0
855706,1/8/2008,23:10:00,0.93,0.24,240.51,4.0,12.0
141926,25/3/2007,06:50:00,2.408,0.162,239.82,10.0,1.0
212831,13/5/2007,12:35:00,3.836,0.37,228.7,16.8,52.0
1925891,15/8/2010,03:35:00,0.234,0.11,242.05,1.0,2.0
1661823,12/2/2010,18:27:00,0.694,0.05,241.34,2.8,1.0
1910218,4/8/2010,06:22:00,0.234,0.09,240.72,1.0,1.0
472655,9/11/2007,22:59:00,0.8,0.0,243.8,3.2,0.0
920518,15/9/2008,23:22:00,1.072,0.27,244.44,4.4,12.0
1816037,30/5/2010,20:41:00,1.744,0.09,239.4,7.2,18.0
1653164,6/2/2010,18:08:00,3.458,0.446,234.37,14.8,18.0
990704,3/11/2008,17:08:00,0.512,0.06,240.63,2.4,1.0
264278,18/6/2007,06:02:00,0.146,0.0,243.67,0.8,0.0
1201775,30/3/2009,06:59:00,0.66,0.0,243.09,2.8,0.0
148456,29/3/2007,19:40:00,2.662,0.248,238.18,11.2,18.0
1102733,20/1/2009,12:17:00,1.43,0.072,242.99,5.8,19.0
592569,1/2/2008,05:33:00,0.418,0.102,241.76,1.8,0.0
478572,14/11/2007,01:36:00,0.236,0.0,242.3,1.0,0.0
727832,5/5/2008,03:56:00,0.426,0.224,242.35,2.0,1.0
286952,3/7/2007,23:56:00,0.422,0.234,245.27,2.0,2.0
1240768,26/4/2009,08:52:00,0.638,0.212,240.34,2.8,2.0
1064381,24/12/2008,21:05:00,0.556,0.214,244.41,2.4,1.0
501396,29/11/2007,22:00:00,3.4,0.084,236.84,14.4,37.0
1512648,1/11/2009,04:12:00,0.4,0.224,244.52,1.8,1.0
1750236,15/4/2010,04:00:00,0.334,0.092,240.45,1.4,1.0
1091256,12/1/2009,13:00:00,1.366,0.0,246.35,5.4,19.0
1193900,24/3/2009,19:44:00,3.964,0.312,234.87,17.6,32.0
1790023,12/5/2010,19:07:00,0.722,0.352,242.46,3.2,3.0
750538,20/5/2008,22:22:00,1.15,0.144,241.24,4.8,3.0
1761619,23/4/2010,01:43:00,0.266,0.0,240.56,1.0,0.0
967895,18/10/2008,20:59:00,4.628,0.446,237.26,19.6,28.0
1359497,17/7/2009,19:41:00,0.308,0.232,240.17,1.6,2.0
1540460,20/11/2009,11:44:00,1.832,0.0,242.58,7.4,19.0
163579,9/4/2007,07:43:00,0.392,0.232,242.61,1.8,0.0
996346,7/11/2008,15:10:00,0.6,0.174,241.64,2.8,0.0
1709808,18/3/2010,02:12:00,0.41,0.238,243.96,1.8,1.0
205135,8/5/2007,04:19:00,0.45,0.0,237.25,1.8,0.0
620419,20/2/2008,13:43:00,0.562,0.0,240.49,2.2,0.0
1411714,23/8/2009,01:58:00,0.244,0.14,241.41,1.2,1.0
536791,24/12/2007,11:55:00,2.42,0.144,237.91,10.2,18.0
79559,9/2/2007,23:23:00,0.736,0.224,244.88,3.0,1.0
2068368,22/11/2010,02:12:00,0.228,0.0,244.74,1.0,0.0
571983,17/1/2008,22:27:00,0.886,0.128,239.0,3.8,0.0
1541048,20/11/2009,21:32:00,1.794,0.202,238.29,7.6,2.0
1649354,4/2/2010,02:38:00,1.45,0.088,243.01,6.0,19.0
2019607,19/10/2010,05:31:00,0.43,0.216,243.58,2.0,2.0
2016994,17/10/2010,09:58:00,0.318,0.094,243.03,1.4,2.0
119796,9/3/2007,22:00:00,1.468,0.064,240.83,6.0,18.0
306724,17/7/2007,17:28:00,0.222,0.106,234.51,1.0,0.0
1503063,25/10/2009,12:27:00,3.328,0.236,238.68,14.4,47.0
535383,23/12/2007,12:27:00,0.568,0.142,242.62,2.4,1.0
1132877,10/2/2009,10:41:00,1.794,0.052,241.18,7.4,18.0
1918379,9/8/2010,22:23:00,0.304,0.214,242.38,1.4,3.0
900563,2/9/2008,02:47:00,0.36,0.254,238.82,1.8,2.0
1590478,25/12/2009,05:22:00,0.346,0.124,245.3,1.4,0.0
1339114,3/7/2009,15:58:00,0.322,0.234,240.78,1.6,3.0
765806,31/5/2008,12:50:00,0.728,0.308,244.13,3.2,0.0
300559,13/7/2007,10:43:00,0.134,0.0,239.95,0.6,0.0
966556,17/10/2008,22:40:00,1.912,0.108,243.26,7.8,1.0
1884801,17/7/2010,14:45:00,0.172,0.0,242.15,0.8,0.0
762235,29/5/2008,01:19:00,0.304,0.154,242.64,1.4,1.0
509487,5/12/2007,12:51:00,1.7,0.35,237.71,7.2,18.0
1444428,14/9/2009,19:12:00,0.82,0.304,237.65,3.6,2.0
208696,10/5/2007,15:40:00,0.262,0.206,236.24,1.4,1.0
91499,18/2/2007,06:23:00,3.376,0.104,239.07,14.0,2.0
882264,20/8/2008,09:48:00,0.178,0.156,242.66,0.8,0.0
397786,18/9/2007,23:10:00,0.378,0.118,245.68,1.6,4.0
696289,13/4/2008,06:13:00,0.266,0.0,243.02,1.0,0.0
1250402,3/5/2009,01:26:00,0.342,0.128,243.4,1.4,1.0
828980,14/7/2008,09:44:00,1.23,0.0,239.03,5.0,18.0
989993,3/11/2008,05:17:00,0.532,0.078,241.69,2.4,0.0
1178943,14/3/2009,10:27:00,1.434,0.072,242.81,5.8,18.0
1708242,17/3/2010,00:06:00,0.396,0.154,245.64,1.6,1.0
850039,29/7/2008,00:43:00,0.45,0.136,243.65,2.2,1.0
557235,7/1/2008,16:39:00,0.242,0.0,241.25,1.0,0.0
1264491,12/5/2009,20:15:00,1.446,0.062,241.15,6.0,18.0
1198896,28/3/2009,07:00:00,3.618,0.0,242.47,14.8,0.0
1643990,31/1/2010,09:14:00,0.464,0.092,243.46,1.8,2.0
1291030,31/5/2009,06:34:00,0.222,0.086,241.06,1.0,0.0
198798,3/5/2007,18:42:00,1.134,0.0,235.11,4.8,17.0
926007,19/9/2008,18:51:00,1.398,0.226,240.27,5.8,19.0
1263452,12/5/2009,02:56:00,0.318,0.0,240.27,1.4,1.0
49439,20/1/2007,01:23:00,2.27,0.268,242.88,9.8,2.0
796217,21/6/2008,15:41:00,1.63,0.08,238.88,6.8,20.0
1570283,11/12/2009,04:47:00,0.436,0.284,243.57,2.0,2.0
1711687,19/3/2010,09:31:00,1.336,0.0,243.0,5.4,19.0
1045799,11/12/2008,23:23:00,0.488,0.09,248.71,2.0,0.0
2000672,6/10/2010,01:56:00,0.416,0.204,244.12,1.8,2.0
914443,11/9/2008,18:07:00,0.244,0.106,239.07,1.0,1.0
239583,1/6/2007,02:27:00,0.28,0.048,236.2,1.2,0.0
1066800,26/12/2008,13:24:00,0.208,0.0,243.59,0.8,0.0
1818698,1/6/2010,17:02:00,0.334,0.1,243.49,1.4,1.0
2063166,18/11/2010,11:30:00,1.462,0.164,239.96,6.0,17.0
596391,3/2/2008,21:15:00,3.664,0.16,231.83,15.8,16.0
1895486,25/7/2010,00:50:00,1.704,0.352,237.44,7.2,13.0
551007,3/1/2008,08:51:00,1.576,0.054,238.88,6.6,17.0
735771,10/5/2008,16:15:00,1.688,0.464,239.71,7.2,21.0
1405031,18/8/2009,10:35:00,0.224,0.116,241.88,1.0,2.0
475941,12/11/2007,05:45:00,0.31,0.0,241.86,1.4,0.0
1824776,5/6/2010,22:20:00,1.444,0.322,241.32,6.0,2.0
956150,10/10/2008,17:14:00,0.43,0.206,240.05,2.0,1.0
1392593,9/8/2009,19:17:00,3.338,0.324,239.14,14.0,40.0
1151729,23/2/2009,12:53:00,1.562,0.104,240.41,6.4,18.0
741802,14/5/2008,20:46:00,2.13,0.474,238.72,9.0,19.0
1129698,8/2/2009,05:42:00,0.246,0.0,248.1,1.2,0.0
884890,22/8/2008,05:34:00,0.08,0.0,238.71,0.2,0.0
460596,1/11/2007,14:00:00,0.474,0.346,243.5,2.4,2.0
759758,27/5/2008,08:02:00,1.696,0.078,236.11,7.6,17.0
1577256,16/12/2009,01:00:00,0.35,0.13,246.93,1.4,1.0
1453346,20/9/2009,23:50:00,1.1,0.354,241.9,4.8,13.0
1466953,30/9/2009,10:37:00,1.312,0.088,240.55,5.4,18.0
72141,4/2/2007,19:45:00,2.022,0.104,234.85,8.6,17.0
406556,25/9/2007,01:20:00,0.184,0.072,240.27,0.8,0.0
1056580,19/12/2008,11:04:00,1.318,0.05,238.84,5.4,17.0
681936,3/4/2008,07:00:00,3.106,0.148,234.88,13.2,17.0
708451,21/4/2008,16:55:00,0.342,0.116,244.34,1.4,2.0
524518,15/12/2007,23:22:00,0.932,0.0,246.0,3.8,0.0
1235886,22/4/2009,23:30:00,0.316,0.0,244.06,1.4,1.0
1067387,26/12/2008,23:11:00,1.26,0.27,243.17,5.4,0.0
924078,18/9/2008,10:42:00,0.262,0.142,242.81,1.2,1.0
314160,22/7/2007,21:24:00,1.536,0.0,236.09,6.4,17.0
970782,20/10/2008,21:06:00,3.8,0.276,236.73,16.0,37.0
1245484,29/4/2009,15:28:00,0.426,0.0,246.01,1.8,1.0
1472966,4/10/2009,14:50:00,1.588,0.068,240.21,6.6,20.0
1814885,30/5/2010,01:29:00,1.206,0.052,242.2,5.0,1.0
412723,29/9/2007,08:07:00,1.94,0.0,236.42,8.2,17.0
665099,22/3/2008,14:23:00,0.222,0.0,244.38,0.8,0.0
1741376,9/4/2010,00:20:00,0.242,0.0,245.42,1.0,1.0
757950,26/5/2008,01:54:00,0.172,0.0,239.21,0.8,1.0
1329857,27/6/2009,05:41:00,0.95,0.248,242.6,4.0,12.0
1326705,25/6/2009,01:09:00,0.224,0.09,240.06,1.0,0.0
1333049,29/6/2009,10:53:00,0.294,0.094,241.21,1.2,0.0
1322149,21/6/2009,21:13:00,1.4,0.0,239.39,5.8,19.0
318710,26/7/2007,01:14:00,0.196,0.082,234.59,0.8,0.0
467181,6/11/2007,03:45:00,0.318,0.072,241.34,1.4,0.0
1912976,6/8/2010,04:20:00,0.402,0.35,242.26,2.2,1.0
20,16/12/2006,17:44:00,5.894,0.0,232.69,25.4,16.0
387449,11/9/2007,18:53:00,0.254,0.112,240.68,1.2,1.0
2062923,18/11/2010,07:27:00,2.506,0.156,238.33,10.4,18.0
691830,10/4/2008,03:54:00,0.26,0.0,246.24,1.0,0.0
1922900,13/8/2010,01:44:00,0.23,0.09,241.64,1.0,0.0
1490210,16/10/2009,14:14:00,1.42,0.064,239.37,5.8,18.0
783200,12/6/2008,14:44:00,0.378,0.0,243.84,1.8,1.0
1320861,20/6/2009,23:45:00,1.428,0.106,243.2,5.8,19.0
1692687,6/3/2010,04:51:00,0.252,0.0,243.8,1.0,1.0
76564,7/2/2007,21:28:00,3.464,0.0,235.97,14.6,17.0
196812,2/5/2007,09:36:00,0.26,0.192,233.08,1.4,2.0
464198,4/11/2007,02:02:00,0.206,0.0,244.37,0.8,0.0
1140102,15/2/2009,11:06:00,1.784,0.296,238.96,7.4,19.0
